,score_set,roi_name,subj_id,model_layer,model_layer_index,score,alpha
364,train,asts,1,Conv2d-5,8,-0.0033731453613246435,100000.0
365,train,asts,1,ReLU-1,1,0.013457929002221425,100000.0
366,train,asts,1,ReLU-2,3,0.017162118938740853,10000.0
367,train,asts,1,ReLU-3,5,0.01708498978853914,1000.0
368,train,asts,1,ReLU-4,7,0.008271031901936933,1000.0
369,train,asts,1,ReLU-5,9,0.032011147981661464,10000.0
370,train,asts,2,Conv2d-1,0,0.0027258479063801576,100000.0
371,train,asts,2,Conv2d-2,2,0.004438060993398498,100000.0
372,train,asts,2,Conv2d-3,4,0.006191246332045737,100000.0
373,train,asts,2,Conv2d-4,6,0.01517504600580483,100000.0
374,train,asts,2,Conv2d-5,8,-0.009997688494281527,100000.0
375,train,asts,2,ReLU-1,1,0.010369776839176496,100000.0
376,train,asts,2,ReLU-2,3,-0.0005224822357190507,10000.0
377,train,asts,2,ReLU-3,5,0.009654897501809562,1000.0
378,train,asts,2,ReLU-4,7,0.014517715417555605,1000.0
379,train,asts,2,ReLU-5,9,0.036162685803855045,10000.0
380,train,asts,3,Conv2d-1,0,0.028115598138028407,100000.0
381,train,asts,3,Conv2d-2,2,0.012799300015043518,100000.0
382,train,asts,3,Conv2d-3,4,0.021504514662007906,100000.0
383,train,asts,3,Conv2d-4,6,0.038777423087049144,100000.0
384,train,asts,3,Conv2d-5,8,0.032322829143715905,100000.0
385,train,asts,3,ReLU-1,1,0.02305755523739237,100000.0
386,train,asts,3,ReLU-2,3,0.025443000786545905,10000.0
387,train,asts,3,ReLU-3,5,0.036921698545477374,1000.0
388,train,asts,3,ReLU-4,7,0.04777774198926476,1000.0
389,train,asts,3,ReLU-5,9,0.06435828152544047,10000.0
390,train,asts,4,Conv2d-1,0,0.0030565541348261302,100000.0
391,train,asts,4,Conv2d-2,2,-0.004803508170123698,100000.0
392,train,asts,4,Conv2d-3,4,0.0002724601090395358,100000.0
393,train,asts,4,Conv2d-4,6,0.011147230094912803,100000.0
394,train,asts,4,Conv2d-5,8,5.519352722163015e-05,100000.0
395,train,asts,4,ReLU-1,1,-0.008790568768352694,100000.0
396,train,asts,4,ReLU-2,3,-0.001405895751157051,10000.0
397,train,asts,4,ReLU-3,5,0.011967558939907027,1000.0
398,train,asts,4,ReLU-4,7,0.005054542569804403,1000.0
399,train,asts,4,ReLU-5,9,0.03893711995142375,10000.0
400,train,eba,1,Conv2d-1,0,0.01769990609769015,100000.0
401,train,eba,1,Conv2d-2,2,0.008876835429964402,100000.0
402,train,eba,1,Conv2d-3,4,0.014286144376030124,100000.0
403,train,eba,1,Conv2d-4,6,0.025753780711751606,100000.0
404,train,eba,1,Conv2d-5,8,0.046288480884444864,100000.0
405,train,eba,1,ReLU-1,1,0.015135699624451365,100000.0
406,train,eba,1,ReLU-2,3,0.024182139031070644,10000.0
407,train,eba,1,ReLU-3,5,0.028466359278399123,1000.0
408,train,eba,1,ReLU-4,7,0.04818312811681906,1000.0
409,train,eba,1,ReLU-5,9,0.0462083448721561,10000.0
410,train,eba,2,Conv2d-1,0,0.041664282771577535,100000.0
411,train,eba,2,Conv2d-2,2,0.023268089619983737,100000.0
412,train,eba,2,Conv2d-3,4,0.02734350852656774,100000.0
413,train,eba,2,Conv2d-4,6,0.055336570176783506,100000.0
414,train,eba,2,Conv2d-5,8,0.04935687063910073,100000.0
415,train,eba,2,ReLU-1,1,0.04209310453228991,100000.0
416,train,eba,2,ReLU-2,3,0.035982443465992886,10000.0
417,train,eba,2,ReLU-3,5,0.06186338682789869,1000.0
418,train,eba,2,ReLU-4,7,0.0776192117315779,1000.0
419,train,eba,2,ReLU-5,9,0.11462370461030473,10000.0
420,train,eba,3,Conv2d-1,0,0.03969581377765311,100000.0
421,train,eba,3,Conv2d-2,2,0.06312473932102358,100000.0
422,train,eba,3,Conv2d-3,4,0.08260971876792529,100000.0
423,train,eba,3,Conv2d-4,6,0.11322231813249069,100000.0
424,train,eba,3,Conv2d-5,8,0.12655994907308799,100000.0
425,train,eba,3,ReLU-1,1,0.07104754511245485,100000.0
426,train,eba,3,ReLU-2,3,0.10115904844307408,10000.0
427,train,eba,3,ReLU-3,5,0.11614597195048137,1000.0
428,train,eba,3,ReLU-4,7,0.14424132028345618,1000.0
429,train,eba,3,ReLU-5,9,0.17459782331076118,10000.0
430,train,eba,4,Conv2d-1,0,0.019520974169510603,100000.0
431,train,eba,4,Conv2d-2,2,0.0035655000003931626,100000.0
432,train,eba,4,Conv2d-3,4,-0.0008378379414444627,100000.0
433,train,eba,4,Conv2d-4,6,0.00779743845722012,100000.0
434,train,eba,4,Conv2d-5,8,0.028149381135508255,100000.0
435,train,eba,4,ReLU-1,1,0.017918932666137265,100000.0
436,train,eba,4,ReLU-2,3,0.010662541485951992,10000.0
437,train,eba,4,ReLU-3,5,0.008746123886331846,1000.0
438,train,eba,4,ReLU-4,7,0.02752289411340978,1000.0
439,train,eba,4,ReLU-5,9,0.0427298642077533,10000.0
440,train,evc,1,Conv2d-1,0,0.007578229313558778,100000.0
441,train,evc,1,Conv2d-2,2,0.017264908189618514,100000.0
442,train,evc,1,Conv2d-3,4,0.03858453044909418,100000.0
443,train,evc,1,Conv2d-4,6,0.018492995765348515,100000.0
444,train,evc,1,Conv2d-5,8,0.026330908798027408,100000.0
445,train,evc,1,ReLU-1,1,-0.034138205414224874,100000.0
446,train,evc,1,ReLU-2,3,0.058690533977176516,10000.0
447,train,evc,1,ReLU-3,5,-0.025840131193023315,1000.0
448,train,evc,1,ReLU-4,7,-0.011362155993075832,1000.0
449,train,evc,1,ReLU-5,9,-0.04747740932208564,10000.0
450,train,evc,2,Conv2d-1,0,-0.040031234533706175,100000.0
451,train,evc,2,Conv2d-2,2,0.0203251387875786,100000.0
452,train,evc,2,Conv2d-3,4,0.05193248314445883,100000.0
453,train,evc,2,Conv2d-4,6,0.04332139845495523,100000.0
454,train,evc,2,Conv2d-5,8,0.054093781434059754,100000.0
455,train,evc,2,ReLU-1,1,-0.0467279643594421,100000.0
456,train,evc,2,ReLU-2,3,0.08722542078137809,10000.0
457,train,evc,2,ReLU-3,5,-0.018458448694492043,1000.0
458,train,evc,2,ReLU-4,7,0.005585875792186788,1000.0
459,train,evc,2,ReLU-5,9,-0.03290977238880012,10000.0
460,train,evc,3,Conv2d-1,0,-0.018939083729980145,100000.0
461,train,evc,3,Conv2d-2,2,0.02736373765249796,100000.0
462,train,evc,3,Conv2d-3,4,0.050778723256874846,100000.0
463,train,evc,3,Conv2d-4,6,0.0309148594023095,100000.0
464,train,evc,3,Conv2d-5,8,0.04091059884052563,100000.0
465,train,evc,3,ReLU-1,1,-0.03162117038052689,100000.0
466,train,evc,3,ReLU-2,3,0.04613800159734234,10000.0
467,train,evc,3,ReLU-3,5,-0.059679859064892746,1000.0
468,train,evc,3,ReLU-4,7,-0.03542435037577284,1000.0
469,train,evc,3,ReLU-5,9,-0.05671713087770906,10000.0
470,train,evc,4,Conv2d-1,0,-0.06623278196705089,100000.0
471,train,evc,4,Conv2d-2,2,0.0285611157539421,100000.0
472,train,evc,4,Conv2d-3,4,0.04063152212801119,100000.0
473,train,evc,4,Conv2d-4,6,0.03220293160031661,100000.0
474,train,evc,4,Conv2d-5,8,0.03628028419793305,100000.0
475,train,evc,4,ReLU-1,1,-0.03021938131925777,100000.0
476,train,evc,4,ReLU-2,3,0.057867978124816075,10000.0
477,train,evc,4,ReLU-3,5,-0.03767677496995901,1000.0
478,train,evc,4,ReLU-4,7,-0.014636818597146306,1000.0
479,train,evc,4,ReLU-5,9,-0.03491428813024357,10000.0
480,train,face,1,Conv2d-1,0,0.031125307583987266,100000.0
481,train,face,1,Conv2d-2,2,0.023886167999511775,100000.0
482,train,face,1,Conv2d-3,4,0.0365644164809142,100000.0
483,train,face,1,Conv2d-4,6,0.07395902366478942,100000.0
484,train,face,1,Conv2d-5,8,0.049205582800955924,100000.0
485,train,face,1,ReLU-1,1,0.04128293384574312,100000.0
486,train,face,1,ReLU-2,3,0.04676216887729036,10000.0
487,train,face,1,ReLU-3,5,0.07624658106107503,1000.0
488,train,face,1,ReLU-4,7,0.07009323077651317,1000.0
489,train,face,1,ReLU-5,9,0.10975397299762937,10000.0
490,train,face,2,Conv2d-1,0,0.0036463172529512173,100000.0
491,train,face,2,Conv2d-2,2,0.0013401720010279175,100000.0
492,train,face,2,Conv2d-3,4,-0.004571151829179533,100000.0
493,train,face,2,Conv2d-4,6,0.021298457566763056,100000.0
494,train,face,2,Conv2d-5,8,-0.011596185007240061,100000.0
495,train,face,2,ReLU-1,1,0.01235925228439887,100000.0
496,train,face,2,ReLU-2,3,0.0026799290971877333,10000.0
497,train,face,2,ReLU-3,5,0.022267082184938853,1000.0
498,train,face,2,ReLU-4,7,0.008664822489467861,1000.0
499,train,face,2,ReLU-5,9,0.053743548773391804,10000.0
500,train,face,3,Conv2d-1,0,0.04203916768891199,100000.0
501,train,face,3,Conv2d-2,2,0.03878753275748269,100000.0
502,train,face,3,Conv2d-3,4,0.05648447725206385,100000.0
503,train,face,3,Conv2d-4,6,0.12756466082330445,100000.0
504,train,face,3,Conv2d-5,8,0.07965506680870675,100000.0
505,train,face,3,ReLU-1,1,0.06077238544082163,100000.0
506,train,face,3,ReLU-2,3,0.06280596999031783,10000.0
507,train,face,3,ReLU-3,5,0.12323438319694913,1000.0
508,train,face,3,ReLU-4,7,0.12340262956635568,1000.0
509,train,face,3,ReLU-5,9,0.18488661295726955,10000.0
510,train,face,4,Conv2d-1,0,0.015175399962475572,100000.0
511,train,face,4,Conv2d-2,2,-0.0016125358652081263,100000.0
512,train,face,4,Conv2d-3,4,-0.0013291715458396314,100000.0
513,train,face,4,Conv2d-4,6,0.016148570418248208,100000.0
514,train,face,4,Conv2d-5,8,0.0027988451699523294,100000.0
515,train,face,4,ReLU-1,1,-0.00168805834792721,100000.0
516,train,face,4,ReLU-2,3,0.004033166031466435,10000.0
517,train,face,4,ReLU-3,5,0.023211094569467024,1000.0
518,train,face,4,ReLU-4,7,0.015550500910354472,1000.0
519,train,face,4,ReLU-5,9,0.04142646967724322,10000.0
520,train,ffa,1,Conv2d-1,0,0.062422227060339196,100000.0
521,train,ffa,1,Conv2d-2,2,0.061361713067080124,100000.0
522,train,ffa,1,Conv2d-3,4,0.07046626034162708,100000.0
523,train,ffa,1,Conv2d-4,6,0.1299976689486442,100000.0
524,train,ffa,1,Conv2d-5,8,0.07543827277721855,100000.0
525,train,ffa,1,ReLU-1,1,0.07065085857421258,100000.0
526,train,ffa,1,ReLU-2,3,0.0810537605260095,10000.0
527,train,ffa,1,ReLU-3,5,0.13949998785274964,1000.0
528,train,ffa,1,ReLU-4,7,0.1260546206873999,1000.0
529,train,ffa,1,ReLU-5,9,0.1932856188369773,10000.0
530,train,ffa,2,Conv2d-1,0,0.08393925499540596,100000.0
531,train,ffa,2,Conv2d-2,2,0.10293142607345392,100000.0
532,train,ffa,2,Conv2d-3,4,0.11541291943611412,100000.0
533,train,ffa,2,Conv2d-4,6,0.16741617336853779,100000.0
534,train,ffa,2,Conv2d-5,8,0.1237290069952924,100000.0
535,train,ffa,2,ReLU-1,1,0.11759877458996901,100000.0
536,train,ffa,2,ReLU-2,3,0.11508447485399453,10000.0
537,train,ffa,2,ReLU-3,5,0.18113039564188976,1000.0
538,train,ffa,2,ReLU-4,7,0.18398602583392612,1000.0
539,train,ffa,2,ReLU-5,9,0.25653831674741595,10000.0
540,train,ffa,3,Conv2d-1,0,0.07111095492196959,100000.0
541,train,ffa,3,Conv2d-2,2,0.0734239033979144,100000.0
542,train,ffa,3,Conv2d-3,4,0.09342948832618572,100000.0
543,train,ffa,3,Conv2d-4,6,0.15742087364710583,100000.0
544,train,ffa,3,Conv2d-5,8,0.11170591795744296,100000.0
545,train,ffa,3,ReLU-1,1,0.0834211493230384,100000.0
546,train,ffa,3,ReLU-2,3,0.07958878368904801,10000.0
547,train,ffa,3,ReLU-3,5,0.14605506447517153,1000.0
548,train,ffa,3,ReLU-4,7,0.14511218161531197,1000.0
549,train,ffa,3,ReLU-5,9,0.2219850952948307,10000.0
550,train,ffa,4,Conv2d-1,0,0.018404559150833506,100000.0
551,train,ffa,4,Conv2d-2,2,0.0058342307708076115,100000.0
552,train,ffa,4,Conv2d-3,4,0.009558805133672134,100000.0
553,train,ffa,4,Conv2d-4,6,0.036977824226195756,100000.0
554,train,ffa,4,Conv2d-5,8,0.010800938687647277,100000.0
555,train,ffa,4,ReLU-1,1,0.006654431614675211,100000.0
556,train,ffa,4,ReLU-2,3,0.017466043969520832,10000.0
557,train,ffa,4,ReLU-3,5,0.04246156499652198,1000.0
558,train,ffa,4,ReLU-4,7,0.035936553306476396,1000.0
559,train,ffa,4,ReLU-5,9,0.07612160114819393,10000.0
560,train,loc,1,Conv2d-1,0,0.05734389508262348,100000.0
561,train,loc,1,Conv2d-2,2,0.056003453398212465,100000.0
562,train,loc,1,Conv2d-3,4,0.044619971429721725,100000.0
563,train,loc,1,Conv2d-4,6,0.06647841149598277,100000.0
564,train,loc,1,Conv2d-5,8,0.07771012512037304,100000.0
565,train,loc,1,ReLU-1,1,0.07330907113424598,100000.0
566,train,loc,1,ReLU-2,3,0.05776307796842769,10000.0
567,train,loc,1,ReLU-3,5,0.07410716591358411,1000.0
568,train,loc,1,ReLU-4,7,0.07150898985613688,1000.0
569,train,loc,1,ReLU-5,9,0.10294075012144857,10000.0
570,train,loc,2,Conv2d-1,0,0.032292144179316425,100000.0
571,train,loc,2,Conv2d-2,2,0.027341123350087416,100000.0
572,train,loc,2,Conv2d-3,4,0.031772451586845454,100000.0
573,train,loc,2,Conv2d-4,6,0.0661628753490755,100000.0
574,train,loc,2,Conv2d-5,8,0.06596204551128201,100000.0
575,train,loc,2,ReLU-1,1,0.036499311960505376,100000.0
576,train,loc,2,ReLU-2,3,0.04005552922333899,10000.0
577,train,loc,2,ReLU-3,5,0.05573552178513306,1000.0
578,train,loc,2,ReLU-4,7,0.07929577759691868,1000.0
579,train,loc,2,ReLU-5,9,0.12175212752562876,10000.0
580,train,loc,3,Conv2d-1,0,0.043532912925141734,100000.0
581,train,loc,3,Conv2d-2,2,0.05495716192015071,100000.0
582,train,loc,3,Conv2d-3,4,0.05700620417909873,100000.0
583,train,loc,3,Conv2d-4,6,0.08650895679671047,100000.0
584,train,loc,3,Conv2d-5,8,0.0697419759190105,100000.0
585,train,loc,3,ReLU-1,1,0.06179814930363166,100000.0
586,train,loc,3,ReLU-2,3,0.05715202293544349,10000.0
587,train,loc,3,ReLU-3,5,0.09357300261678651,1000.0
588,train,loc,3,ReLU-4,7,0.09573458240741202,1000.0
589,train,loc,3,ReLU-5,9,0.13800927818309136,10000.0
590,train,loc,4,Conv2d-1,0,0.04027509150037772,100000.0
591,train,loc,4,Conv2d-2,2,0.02077942729164167,100000.0
592,train,loc,4,Conv2d-3,4,0.0294596870959756,100000.0
593,train,loc,4,Conv2d-4,6,0.07141599637469277,100000.0
594,train,loc,4,Conv2d-5,8,0.096237732690059,100000.0
595,train,loc,4,ReLU-1,1,0.029735964693869927,100000.0
596,train,loc,4,ReLU-2,3,0.049445496137636005,10000.0
597,train,loc,4,ReLU-3,5,0.0611853072774306,1000.0
598,train,loc,4,ReLU-4,7,0.08384051532631095,1000.0
599,train,loc,4,ReLU-5,9,0.12059400553830164,10000.0
600,train,mt,1,Conv2d-1,0,0.007107154513303393,100000.0
601,train,mt,1,Conv2d-2,2,0.017934480357121738,100000.0
602,train,mt,1,Conv2d-3,4,0.028291235102289352,100000.0
603,train,mt,1,Conv2d-4,6,0.04620738723154941,100000.0
604,train,mt,1,Conv2d-5,8,0.09964853549305948,100000.0
605,train,mt,1,ReLU-1,1,0.014114962526169653,100000.0
606,train,mt,1,ReLU-2,3,0.03504568886370748,10000.0
607,train,mt,1,ReLU-3,5,0.031722105322877406,1000.0
608,train,mt,1,ReLU-4,7,0.08109522922003463,1000.0
609,train,mt,1,ReLU-5,9,0.06820608117412667,10000.0
610,train,mt,2,Conv2d-1,0,0.03132859932430423,100000.0
611,train,mt,2,Conv2d-2,2,0.021882411268074182,100000.0
612,train,mt,2,Conv2d-3,4,0.026940642354213878,100000.0
613,train,mt,2,Conv2d-4,6,0.038810493332881356,100000.0
614,train,mt,2,Conv2d-5,8,0.040085442900632796,100000.0
615,train,mt,2,ReLU-1,1,0.035689068973408775,100000.0
616,train,mt,2,ReLU-2,3,0.0250330067898553,10000.0
617,train,mt,2,ReLU-3,5,0.03968708150382803,1000.0
618,train,mt,2,ReLU-4,7,0.04841256430036133,1000.0
619,train,mt,2,ReLU-5,9,0.08065014406053059,10000.0
620,train,mt,3,Conv2d-1,0,-0.012575814621545129,100000.0
621,train,mt,3,Conv2d-2,2,0.06957239377945394,100000.0
622,train,mt,3,Conv2d-3,4,0.07601403174996339,100000.0
623,train,mt,3,Conv2d-4,6,0.04908773259222586,100000.0
624,train,mt,3,Conv2d-5,8,0.05689086926568204,100000.0
625,train,mt,3,ReLU-1,1,0.006501749054611159,100000.0
626,train,mt,3,ReLU-2,3,0.10025059892880459,10000.0
627,train,mt,3,ReLU-3,5,0.009939987779903339,1000.0
628,train,mt,3,ReLU-4,7,0.018464477931798628,1000.0
629,train,mt,3,ReLU-5,9,-0.013377603015573464,10000.0
630,train,mt,4,Conv2d-1,0,-0.06548910796549177,100000.0
631,train,mt,4,Conv2d-2,2,0.05426070296935759,100000.0
632,train,mt,4,Conv2d-3,4,0.07449246167162468,100000.0
633,train,mt,4,Conv2d-4,6,0.06535689795098326,100000.0
634,train,mt,4,Conv2d-5,8,0.06632417799933248,100000.0
635,train,mt,4,ReLU-1,1,-0.0058548141985853945,100000.0
636,train,mt,4,ReLU-2,3,0.1273447995216869,10000.0
637,train,mt,4,ReLU-3,5,0.04656554088273906,1000.0
638,train,mt,4,ReLU-4,7,0.057528271787490495,1000.0
639,train,mt,4,ReLU-5,9,0.019265367939019257,10000.0
640,train,ppa,1,Conv2d-1,0,0.00812134260212746,100000.0
641,train,ppa,1,Conv2d-2,2,0.022771145723817908,100000.0
642,train,ppa,1,Conv2d-3,4,0.045119021902694394,100000.0
643,train,ppa,1,Conv2d-4,6,0.05122492462142044,100000.0
644,train,ppa,1,Conv2d-5,8,0.12469814530887469,100000.0
645,train,ppa,1,ReLU-1,1,0.021922284412575422,100000.0
646,train,ppa,1,ReLU-2,3,0.0664069485095508,10000.0
647,train,ppa,1,ReLU-3,5,0.003192288924748948,1000.0
648,train,ppa,1,ReLU-4,7,0.06871172981743245,1000.0
649,train,ppa,1,ReLU-5,9,0.013465988814463332,10000.0
650,train,ppa,2,Conv2d-1,0,-0.031614585689581774,100000.0
651,train,ppa,2,Conv2d-2,2,0.012102858754562342,100000.0
652,train,ppa,2,Conv2d-3,4,0.0420021033123204,100000.0
653,train,ppa,2,Conv2d-4,6,0.013819805836693877,100000.0
654,train,ppa,2,Conv2d-5,8,0.08117743480990694,100000.0
655,train,ppa,2,ReLU-1,1,-0.01445290353128989,100000.0
656,train,ppa,2,ReLU-2,3,0.0516695638031459,10000.0
657,train,ppa,2,ReLU-3,5,-0.02209985736049591,1000.0
658,train,ppa,2,ReLU-4,7,0.014263847638624866,1000.0
659,train,ppa,2,ReLU-5,9,-0.011072018901044827,10000.0
660,train,ppa,3,Conv2d-1,0,-0.014729711871194512,100000.0
661,train,ppa,3,Conv2d-2,2,0.027070344003766556,100000.0
662,train,ppa,3,Conv2d-3,4,0.06530506269217583,100000.0
663,train,ppa,3,Conv2d-4,6,0.06477621447817328,100000.0
664,train,ppa,3,Conv2d-5,8,0.10319380418917681,100000.0
665,train,ppa,3,ReLU-1,1,0.004660813919355773,100000.0
666,train,ppa,3,ReLU-2,3,0.05097976346711168,10000.0
667,train,ppa,3,ReLU-3,5,0.006604237825569912,1000.0
668,train,ppa,3,ReLU-4,7,0.04334348832882608,1000.0
669,train,ppa,3,ReLU-5,9,0.025315391548722987,10000.0
670,train,ppa,4,Conv2d-1,0,0.010860750061481093,100000.0
671,train,ppa,4,Conv2d-2,2,0.05082996391246214,100000.0
672,train,ppa,4,Conv2d-3,4,0.07592976366562916,100000.0
673,train,ppa,4,Conv2d-4,6,0.06541110446958132,100000.0
674,train,ppa,4,Conv2d-5,8,0.13177111651987664,100000.0
675,train,ppa,4,ReLU-1,1,0.05140016605502836,100000.0
676,train,ppa,4,ReLU-2,3,0.09037120627468878,10000.0
677,train,ppa,4,ReLU-3,5,0.0221235671141918,1000.0
678,train,ppa,4,ReLU-4,7,0.07539440285365877,1000.0
679,train,ppa,4,ReLU-5,9,0.045614491112532865,10000.0
680,train,psts,1,Conv2d-1,0,0.04394645613016792,100000.0
681,train,psts,1,Conv2d-2,2,0.006094402656243276,100000.0
682,train,psts,1,Conv2d-3,4,0.013010295731117344,100000.0
683,train,psts,1,Conv2d-4,6,0.00891671116912247,100000.0
684,train,psts,1,Conv2d-5,8,0.0003449776689588995,100000.0
685,train,psts,1,ReLU-1,1,0.034414958643618467,100000.0
686,train,psts,1,ReLU-2,3,0.013459947751352303,10000.0
687,train,psts,1,ReLU-3,5,0.012553089312135574,1000.0
688,train,psts,1,ReLU-4,7,0.013523662824283605,1000.0
689,train,psts,1,ReLU-5,9,0.02534366307062557,10000.0
690,train,psts,2,Conv2d-1,0,0.020846518488890704,100000.0
691,train,psts,2,Conv2d-2,2,0.026764764804042718,100000.0
692,train,psts,2,Conv2d-3,4,0.024714477736033226,100000.0
693,train,psts,2,Conv2d-4,6,0.058123791090566666,100000.0
694,train,psts,2,Conv2d-5,8,0.05045395359392265,100000.0
695,train,psts,2,ReLU-1,1,0.032723913556479814,100000.0
696,train,psts,2,ReLU-2,3,0.039810490295441966,10000.0
697,train,psts,2,ReLU-3,5,0.05463503793255984,1000.0
698,train,psts,2,ReLU-4,7,0.07104437239757108,1000.0
699,train,psts,2,ReLU-5,9,0.08423601081911351,10000.0
700,train,psts,3,Conv2d-1,0,0.02654385016504397,100000.0
701,train,psts,3,Conv2d-2,2,0.03102376413105602,100000.0
702,train,psts,3,Conv2d-3,4,0.03642997812497771,100000.0
703,train,psts,3,Conv2d-4,6,0.05547425933686213,100000.0
704,train,psts,3,Conv2d-5,8,0.035825406039739105,100000.0
705,train,psts,3,ReLU-1,1,0.04843335327743611,100000.0
706,train,psts,3,ReLU-2,3,0.042696472033227774,10000.0
707,train,psts,3,ReLU-3,5,0.05638992920734461,1000.0
708,train,psts,3,ReLU-4,7,0.0633423921498707,1000.0
709,train,psts,3,ReLU-5,9,0.09184381845319486,10000.0
710,train,psts,4,Conv2d-1,0,0.0046099614932321046,100000.0
711,train,psts,4,Conv2d-2,2,-0.0026659684265945504,100000.0
712,train,psts,4,Conv2d-3,4,0.0018754574198507883,100000.0
713,train,psts,4,Conv2d-4,6,0.025297371399334766,100000.0
714,train,psts,4,Conv2d-5,8,0.034125585221480376,100000.0
715,train,psts,4,ReLU-1,1,-0.002792152802498047,100000.0
716,train,psts,4,ReLU-2,3,0.00989099491692419,10000.0
717,train,psts,4,ReLU-3,5,0.01487155202040763,1000.0
718,train,psts,4,ReLU-4,7,0.030480929754685783,1000.0
719,train,psts,4,ReLU-5,9,0.03753055552163487,10000.0
