,score_set,roi_name,subj_id,model_layer,model_layer_index,score
364,train,asts,1,Conv2d-5,8,0.004256639833554096
365,train,asts,1,ReLU-1,1,0.011411630729890423
366,train,asts,1,ReLU-2,3,0.010744434303645774
367,train,asts,1,ReLU-3,5,0.012596890000922085
368,train,asts,1,ReLU-4,7,0.009597444217404924
369,train,asts,1,ReLU-5,9,0.028843625529789522
370,train,asts,2,Conv2d-1,0,0.011017531005032812
371,train,asts,2,Conv2d-2,2,0.01303281084883492
372,train,asts,2,Conv2d-3,4,0.00976028785709186
373,train,asts,2,Conv2d-4,6,0.013905620168573846
374,train,asts,2,Conv2d-5,8,0.007060776873160439
375,train,asts,2,ReLU-1,1,0.015278672428247259
376,train,asts,2,ReLU-2,3,0.011194960006057023
377,train,asts,2,ReLU-3,5,0.021575735333147168
378,train,asts,2,ReLU-4,7,0.017029771161365344
379,train,asts,2,ReLU-5,9,0.03330560935126878
380,train,asts,3,Conv2d-1,0,0.01666414850654118
381,train,asts,3,Conv2d-2,2,0.021717158133267144
382,train,asts,3,Conv2d-3,4,0.022993315424562552
383,train,asts,3,Conv2d-4,6,0.028010072382474504
384,train,asts,3,Conv2d-5,8,0.02772189117308017
385,train,asts,3,ReLU-1,1,0.023936809466624725
386,train,asts,3,ReLU-2,3,0.02612327210719128
387,train,asts,3,ReLU-3,5,0.026875237731714817
388,train,asts,3,ReLU-4,7,0.032777805577015255
389,train,asts,3,ReLU-5,9,0.05141279036423966
390,train,asts,4,Conv2d-1,0,0.0007191699132080889
391,train,asts,4,Conv2d-2,2,0.0005484560892954902
392,train,asts,4,Conv2d-3,4,0.0011672216785527311
393,train,asts,4,Conv2d-4,6,0.009560809266430567
394,train,asts,4,Conv2d-5,8,0.00535972043967144
395,train,asts,4,ReLU-1,1,-0.00014665273735624257
396,train,asts,4,ReLU-2,3,0.002357683564209655
397,train,asts,4,ReLU-3,5,0.013714516452627815
398,train,asts,4,ReLU-4,7,0.009513512856555545
399,train,asts,4,ReLU-5,9,0.028133930784386602
400,train,eba,1,Conv2d-1,0,0.007884670908410173
401,train,eba,1,Conv2d-2,2,0.005639396324334295
402,train,eba,1,Conv2d-3,4,0.014808878670124051
403,train,eba,1,Conv2d-4,6,0.024433427982329052
404,train,eba,1,Conv2d-5,8,0.04369605282449453
405,train,eba,1,ReLU-1,1,0.010859103732482335
406,train,eba,1,ReLU-2,3,0.027119868232639777
407,train,eba,1,ReLU-3,5,0.022399517583583918
408,train,eba,1,ReLU-4,7,0.03999793297042777
409,train,eba,1,ReLU-5,9,0.04165260460252097
410,train,eba,2,Conv2d-1,0,0.02000996576318596
411,train,eba,2,Conv2d-2,2,0.027838226424076636
412,train,eba,2,Conv2d-3,4,0.03156458846234868
413,train,eba,2,Conv2d-4,6,0.048936300952952025
414,train,eba,2,Conv2d-5,8,0.05576867608035444
415,train,eba,2,ReLU-1,1,0.02418145912019856
416,train,eba,2,ReLU-2,3,0.0387081168085262
417,train,eba,2,ReLU-3,5,0.05849144862570728
418,train,eba,2,ReLU-4,7,0.06817058649611399
419,train,eba,2,ReLU-5,9,0.0924996080998258
420,train,eba,3,Conv2d-1,0,0.030425982948425863
421,train,eba,3,Conv2d-2,2,0.042790160864043636
422,train,eba,3,Conv2d-3,4,0.05351163998917695
423,train,eba,3,Conv2d-4,6,0.06982164476945958
424,train,eba,3,Conv2d-5,8,0.0770491437007009
425,train,eba,3,ReLU-1,1,0.040409559013260134
426,train,eba,3,ReLU-2,3,0.07200172869635062
427,train,eba,3,ReLU-3,5,0.07302697877512769
428,train,eba,3,ReLU-4,7,0.08995965815435705
429,train,eba,3,ReLU-5,9,0.11337873530165665
430,train,eba,4,Conv2d-1,0,0.010855146239443508
431,train,eba,4,Conv2d-2,2,0.006706931872949393
432,train,eba,4,Conv2d-3,4,0.016335574030653173
433,train,eba,4,Conv2d-4,6,0.022753267877071527
434,train,eba,4,Conv2d-5,8,0.030913969894475764
435,train,eba,4,ReLU-1,1,0.0052544451122316285
436,train,eba,4,ReLU-2,3,0.021879387670742125
437,train,eba,4,ReLU-3,5,0.02825302358651613
438,train,eba,4,ReLU-4,7,0.0336461778061811
439,train,eba,4,ReLU-5,9,0.04445879865807338
440,train,evc,1,Conv2d-1,0,-0.010826002437062388
441,train,evc,1,Conv2d-2,2,0.011017535301084836
442,train,evc,1,Conv2d-3,4,0.02698728426336166
443,train,evc,1,Conv2d-4,6,0.02267846787508858
444,train,evc,1,Conv2d-5,8,0.022757786924982388
445,train,evc,1,ReLU-1,1,0.023638178403380842
446,train,evc,1,ReLU-2,3,0.04880733027828394
447,train,evc,1,ReLU-3,5,0.019422555022746618
448,train,evc,1,ReLU-4,7,0.02189630622679668
449,train,evc,1,ReLU-5,9,0.008070757734683636
450,train,evc,2,Conv2d-1,0,-0.012595063104798567
451,train,evc,2,Conv2d-2,2,0.010718316828525531
452,train,evc,2,Conv2d-3,4,0.028501901007743802
453,train,evc,2,Conv2d-4,6,0.03102540328014373
454,train,evc,2,Conv2d-5,8,0.03381601811117672
455,train,evc,2,ReLU-1,1,0.0366228811543875
456,train,evc,2,ReLU-2,3,0.06877876255269012
457,train,evc,2,ReLU-3,5,0.033157832126959615
458,train,evc,2,ReLU-4,7,0.03630767620347143
459,train,evc,2,ReLU-5,9,0.026578056216363565
460,train,evc,3,Conv2d-1,0,-0.004108279293073542
461,train,evc,3,Conv2d-2,2,0.034863369399851164
462,train,evc,3,Conv2d-3,4,0.039779789882047584
463,train,evc,3,Conv2d-4,6,0.039130696509432905
464,train,evc,3,Conv2d-5,8,0.040033574108363904
465,train,evc,3,ReLU-1,1,0.04543871341408557
466,train,evc,3,ReLU-2,3,0.07581701016171412
467,train,evc,3,ReLU-3,5,0.03969328213075409
468,train,evc,3,ReLU-4,7,0.04367010373502253
469,train,evc,3,ReLU-5,9,0.03726252461191325
470,train,evc,4,Conv2d-1,0,0.001608023752319362
471,train,evc,4,Conv2d-2,2,0.03538312279708453
472,train,evc,4,Conv2d-3,4,0.0525576520412399
473,train,evc,4,Conv2d-4,6,0.048981488802419634
474,train,evc,4,Conv2d-5,8,0.05092142802387435
475,train,evc,4,ReLU-1,1,0.04297658438698078
476,train,evc,4,ReLU-2,3,0.0895545125742304
477,train,evc,4,ReLU-3,5,0.05286258426415824
478,train,evc,4,ReLU-4,7,0.055205968890323275
479,train,evc,4,ReLU-5,9,0.036865242226181705
480,train,face,1,Conv2d-1,0,0.024099764338375282
481,train,face,1,Conv2d-2,2,0.016667927533835742
482,train,face,1,Conv2d-3,4,0.01279519260681464
483,train,face,1,Conv2d-4,6,0.03472512623214499
484,train,face,1,Conv2d-5,8,0.04182580051363796
485,train,face,1,ReLU-1,1,0.02832562082164139
486,train,face,1,ReLU-2,3,0.02940083251263395
487,train,face,1,ReLU-3,5,0.04230957411016302
488,train,face,1,ReLU-4,7,0.04693721320327354
489,train,face,1,ReLU-5,9,0.07394567793136292
490,train,face,2,Conv2d-1,0,0.004020058803560144
491,train,face,2,Conv2d-2,2,0.011111465938757295
492,train,face,2,Conv2d-3,4,0.004443181845431016
493,train,face,2,Conv2d-4,6,0.01811144151878014
494,train,face,2,Conv2d-5,8,0.00987375112267696
495,train,face,2,ReLU-1,1,0.01240944285846198
496,train,face,2,ReLU-2,3,0.006607990825832677
497,train,face,2,ReLU-3,5,0.028126701719455766
498,train,face,2,ReLU-4,7,0.020647776454250005
499,train,face,2,ReLU-5,9,0.05214581658103114
500,train,face,3,Conv2d-1,0,0.028647802171555575
501,train,face,3,Conv2d-2,2,0.04042187655940151
502,train,face,3,Conv2d-3,4,0.03120151900465192
503,train,face,3,Conv2d-4,6,0.05731667295072531
504,train,face,3,Conv2d-5,8,0.04766530611332645
505,train,face,3,ReLU-1,1,0.043107122253031295
506,train,face,3,ReLU-2,3,0.04183405680145787
507,train,face,3,ReLU-3,5,0.06608399771969337
508,train,face,3,ReLU-4,7,0.0688731406736252
509,train,face,3,ReLU-5,9,0.1063295604265913
510,train,face,4,Conv2d-1,0,0.009838864653215294
511,train,face,4,Conv2d-2,2,0.005187062520444067
512,train,face,4,Conv2d-3,4,0.005615740202486579
513,train,face,4,Conv2d-4,6,0.010812686090310985
514,train,face,4,Conv2d-5,8,0.011751023666489164
515,train,face,4,ReLU-1,1,0.01165257277395312
516,train,face,4,ReLU-2,3,0.009955376736196819
517,train,face,4,ReLU-3,5,0.024007627709405278
518,train,face,4,ReLU-4,7,0.019786042189873117
519,train,face,4,ReLU-5,9,0.03883960076342137
520,train,ffa,1,Conv2d-1,0,0.03038712310895785
521,train,ffa,1,Conv2d-2,2,0.03655344829159548
522,train,ffa,1,Conv2d-3,4,0.03182443904880549
523,train,ffa,1,Conv2d-4,6,0.05794814443919818
524,train,ffa,1,Conv2d-5,8,0.04614711156690741
525,train,ffa,1,ReLU-1,1,0.045937113654395706
526,train,ffa,1,ReLU-2,3,0.05048049558172115
527,train,ffa,1,ReLU-3,5,0.07316547798007125
528,train,ffa,1,ReLU-4,7,0.06779758764940466
529,train,ffa,1,ReLU-5,9,0.10008560932716937
530,train,ffa,2,Conv2d-1,0,0.031789782531242525
531,train,ffa,2,Conv2d-2,2,0.04851737585009364
532,train,ffa,2,Conv2d-3,4,0.03813795302140165
533,train,ffa,2,Conv2d-4,6,0.06780684499081302
534,train,ffa,2,Conv2d-5,8,0.06678397717200539
535,train,ffa,2,ReLU-1,1,0.05478395109063157
536,train,ffa,2,ReLU-2,3,0.059646037455420874
537,train,ffa,2,ReLU-3,5,0.08164990334086436
538,train,ffa,2,ReLU-4,7,0.08445334609111829
539,train,ffa,2,ReLU-5,9,0.11783395816228422
540,train,ffa,3,Conv2d-1,0,0.033090723554255866
541,train,ffa,3,Conv2d-2,2,0.043918467844503116
542,train,ffa,3,Conv2d-3,4,0.03463875676614827
543,train,ffa,3,Conv2d-4,6,0.06643433042566406
544,train,ffa,3,Conv2d-5,8,0.05972917278721675
545,train,ffa,3,ReLU-1,1,0.05316928869716325
546,train,ffa,3,ReLU-2,3,0.05248849271708288
547,train,ffa,3,ReLU-3,5,0.08138500146599918
548,train,ffa,3,ReLU-4,7,0.08237235112660753
549,train,ffa,3,ReLU-5,9,0.12459480121191632
550,train,ffa,4,Conv2d-1,0,0.02006725076106407
551,train,ffa,4,Conv2d-2,2,0.01370504412786685
552,train,ffa,4,Conv2d-3,4,0.014295152570909941
553,train,ffa,4,Conv2d-4,6,0.02908165062916025
554,train,ffa,4,Conv2d-5,8,0.0208162379702685
555,train,ffa,4,ReLU-1,1,0.021032994718928666
556,train,ffa,4,ReLU-2,3,0.023467451881392647
557,train,ffa,4,ReLU-3,5,0.04756302060020372
558,train,ffa,4,ReLU-4,7,0.040657920279696516
559,train,ffa,4,ReLU-5,9,0.06027677600873134
560,train,loc,1,Conv2d-1,0,0.025539141028142552
561,train,loc,1,Conv2d-2,2,0.028278867180156826
562,train,loc,1,Conv2d-3,4,0.028923378676848993
563,train,loc,1,Conv2d-4,6,0.044898173380216184
564,train,loc,1,Conv2d-5,8,0.05209959817935074
565,train,loc,1,ReLU-1,1,0.023466446496768035
566,train,loc,1,ReLU-2,3,0.04584736666471577
567,train,loc,1,ReLU-3,5,0.05582877353930092
568,train,loc,1,ReLU-4,7,0.055039780678511785
569,train,loc,1,ReLU-5,9,0.0672739012270379
570,train,loc,2,Conv2d-1,0,0.023473942351893835
571,train,loc,2,Conv2d-2,2,0.017345783431882075
572,train,loc,2,Conv2d-3,4,0.027034729809446618
573,train,loc,2,Conv2d-4,6,0.03875892973406077
574,train,loc,2,Conv2d-5,8,0.05580117231696184
575,train,loc,2,ReLU-1,1,0.03190475292394522
576,train,loc,2,ReLU-2,3,0.038979208464068826
577,train,loc,2,ReLU-3,5,0.04413257793241543
578,train,loc,2,ReLU-4,7,0.057281560970018075
579,train,loc,2,ReLU-5,9,0.08285558227076548
580,train,loc,3,Conv2d-1,0,0.03031468919494394
581,train,loc,3,Conv2d-2,2,0.042240794946961494
582,train,loc,3,Conv2d-3,4,0.038771412576751096
583,train,loc,3,Conv2d-4,6,0.060587694474618
584,train,loc,3,Conv2d-5,8,0.0566949827027739
585,train,loc,3,ReLU-1,1,0.03816891102183069
586,train,loc,3,ReLU-2,3,0.05149491037708215
587,train,loc,3,ReLU-3,5,0.06988374847653864
588,train,loc,3,ReLU-4,7,0.07020606166067474
589,train,loc,3,ReLU-5,9,0.09973426963779901
590,train,loc,4,Conv2d-1,0,0.03531702963779134
591,train,loc,4,Conv2d-2,2,0.019556070070342338
592,train,loc,4,Conv2d-3,4,0.03153211763355383
593,train,loc,4,Conv2d-4,6,0.05467655034509485
594,train,loc,4,Conv2d-5,8,0.06826815236928109
595,train,loc,4,ReLU-1,1,0.03166613296363789
596,train,loc,4,ReLU-2,3,0.0485052779401951
597,train,loc,4,ReLU-3,5,0.06109510321766837
598,train,loc,4,ReLU-4,7,0.0738907600173356
599,train,loc,4,ReLU-5,9,0.09569740153014578
600,train,mt,1,Conv2d-1,0,0.011611692917762338
601,train,mt,1,Conv2d-2,2,0.006730217222417843
602,train,mt,1,Conv2d-3,4,0.020860830670763452
603,train,mt,1,Conv2d-4,6,0.03511892883905926
604,train,mt,1,Conv2d-5,8,0.06490675557559192
605,train,mt,1,ReLU-1,1,0.019837614913722774
606,train,mt,1,ReLU-2,3,0.02341835946405481
607,train,mt,1,ReLU-3,5,0.021351847598750414
608,train,mt,1,ReLU-4,7,0.048739778844888206
609,train,mt,1,ReLU-5,9,0.05111764086400404
610,train,mt,2,Conv2d-1,0,0.012897505064719695
611,train,mt,2,Conv2d-2,2,0.020361350771007414
612,train,mt,2,Conv2d-3,4,0.032276348820466275
613,train,mt,2,Conv2d-4,6,0.04288417759651113
614,train,mt,2,Conv2d-5,8,0.04401375886133366
615,train,mt,2,ReLU-1,1,0.00920492944654224
616,train,mt,2,ReLU-2,3,0.0315850460451888
617,train,mt,2,ReLU-3,5,0.045446381994058746
618,train,mt,2,ReLU-4,7,0.050618662570302855
619,train,mt,2,ReLU-5,9,0.06717266340835508
620,train,mt,3,Conv2d-1,0,-0.0007055527553546132
621,train,mt,3,Conv2d-2,2,0.04544141352826249
622,train,mt,3,Conv2d-3,4,0.04535099458426936
623,train,mt,3,Conv2d-4,6,0.047886434638342044
624,train,mt,3,Conv2d-5,8,0.04598375511341426
625,train,mt,3,ReLU-1,1,0.04899607565058274
626,train,mt,3,ReLU-2,3,0.08189871547702782
627,train,mt,3,ReLU-3,5,0.05268490467875746
628,train,mt,3,ReLU-4,7,0.051837425510304694
629,train,mt,3,ReLU-5,9,0.04665976591075831
630,train,mt,4,Conv2d-1,0,0.0030731221370003366
631,train,mt,4,Conv2d-2,2,0.03515836704444327
632,train,mt,4,Conv2d-3,4,0.049869289974678994
633,train,mt,4,Conv2d-4,6,0.04963357027396255
634,train,mt,4,Conv2d-5,8,0.054156161122832724
635,train,mt,4,ReLU-1,1,0.040315187806356664
636,train,mt,4,ReLU-2,3,0.08515919785006124
637,train,mt,4,ReLU-3,5,0.056432456779072125
638,train,mt,4,ReLU-4,7,0.059291344681119275
639,train,mt,4,ReLU-5,9,0.04112938466446777
640,train,ppa,1,Conv2d-1,0,0.022998313874096503
641,train,ppa,1,Conv2d-2,2,0.02264889799157372
642,train,ppa,1,Conv2d-3,4,0.03324236732567515
643,train,ppa,1,Conv2d-4,6,0.0388214491354833
644,train,ppa,1,Conv2d-5,8,0.07728599247012606
645,train,ppa,1,ReLU-1,1,0.0440323715953573
646,train,ppa,1,ReLU-2,3,0.05732402390038949
647,train,ppa,1,ReLU-3,5,0.027294253691875426
648,train,ppa,1,ReLU-4,7,0.05503618433721454
649,train,ppa,1,ReLU-5,9,0.03619861298375674
650,train,ppa,2,Conv2d-1,0,0.0053991279826255
651,train,ppa,2,Conv2d-2,2,-0.00028769966557591793
652,train,ppa,2,Conv2d-3,4,0.014812848723634203
653,train,ppa,2,Conv2d-4,6,0.021652837306505118
654,train,ppa,2,Conv2d-5,8,0.05545957087610696
655,train,ppa,2,ReLU-1,1,0.010025478274122257
656,train,ppa,2,ReLU-2,3,0.03854519047450234
657,train,ppa,2,ReLU-3,5,0.008261333279953448
658,train,ppa,2,ReLU-4,7,0.03626458347817033
659,train,ppa,2,ReLU-5,9,0.023052096297493656
660,train,ppa,3,Conv2d-1,0,0.024257090418743535
661,train,ppa,3,Conv2d-2,2,0.021644791472758218
662,train,ppa,3,Conv2d-3,4,0.03285637691677945
663,train,ppa,3,Conv2d-4,6,0.043884245775113316
664,train,ppa,3,Conv2d-5,8,0.07625920923836574
665,train,ppa,3,ReLU-1,1,0.030608549692990074
666,train,ppa,3,ReLU-2,3,0.051369121115520444
667,train,ppa,3,ReLU-3,5,0.019218702736266913
668,train,ppa,3,ReLU-4,7,0.052856281501044176
669,train,ppa,3,ReLU-5,9,0.04059498386736084
670,train,ppa,4,Conv2d-1,0,0.033477840058208655
671,train,ppa,4,Conv2d-2,2,0.03898787150778518
672,train,ppa,4,Conv2d-3,4,0.04367704805473314
673,train,ppa,4,Conv2d-4,6,0.0579393158505455
674,train,ppa,4,Conv2d-5,8,0.08936603081556696
675,train,ppa,4,ReLU-1,1,0.043218742542617365
676,train,ppa,4,ReLU-2,3,0.07920022274605273
677,train,ppa,4,ReLU-3,5,0.042574495599467674
678,train,ppa,4,ReLU-4,7,0.07358292174961625
679,train,ppa,4,ReLU-5,9,0.0633299883958189
680,train,psts,1,Conv2d-1,0,0.004443926742836009
681,train,psts,1,Conv2d-2,2,0.0014682265157805515
682,train,psts,1,Conv2d-3,4,-0.003958421001224109
683,train,psts,1,Conv2d-4,6,-0.0010269105611915301
684,train,psts,1,Conv2d-5,8,0.001363670907662328
685,train,psts,1,ReLU-1,1,0.006732233063200798
686,train,psts,1,ReLU-2,3,0.0017647583010747159
687,train,psts,1,ReLU-3,5,-0.0016313323825648553
688,train,psts,1,ReLU-4,7,0.0017563998420826784
689,train,psts,1,ReLU-5,9,0.018369033971317904
690,train,psts,2,Conv2d-1,0,0.01561972107542417
691,train,psts,2,Conv2d-2,2,0.02267928923848797
692,train,psts,2,Conv2d-3,4,0.015510268277024291
693,train,psts,2,Conv2d-4,6,0.025990164396228692
694,train,psts,2,Conv2d-5,8,0.03213770621088056
695,train,psts,2,ReLU-1,1,0.02425011634968895
696,train,psts,2,ReLU-2,3,0.0201031921293656
697,train,psts,2,ReLU-3,5,0.029792107797854673
698,train,psts,2,ReLU-4,7,0.034634412071013296
699,train,psts,2,ReLU-5,9,0.05902803014150263
700,train,psts,3,Conv2d-1,0,0.028624463222890813
701,train,psts,3,Conv2d-2,2,0.025868668125579735
702,train,psts,3,Conv2d-3,4,0.023609365025007635
703,train,psts,3,Conv2d-4,6,0.03495872821593923
704,train,psts,3,Conv2d-5,8,0.03247902582302612
705,train,psts,3,ReLU-1,1,0.03645846663132554
706,train,psts,3,ReLU-2,3,0.03362385138123717
707,train,psts,3,ReLU-3,5,0.03867333845404154
708,train,psts,3,ReLU-4,7,0.041707364844208915
709,train,psts,3,ReLU-5,9,0.06896155610174684
710,train,psts,4,Conv2d-1,0,0.004395249201212826
711,train,psts,4,Conv2d-2,2,0.0037090720894528543
712,train,psts,4,Conv2d-3,4,0.003665488641661929
713,train,psts,4,Conv2d-4,6,0.017860319649427806
714,train,psts,4,Conv2d-5,8,0.0282220103356395
715,train,psts,4,ReLU-1,1,0.005852676995498881
716,train,psts,4,ReLU-2,3,0.011633861363672632
717,train,psts,4,ReLU-3,5,0.02000687920606867
718,train,psts,4,ReLU-4,7,0.025946254334202373
719,train,psts,4,ReLU-5,9,0.041811853849527104
